XML,portal,orientation,veracity,url
1448.xml,right-wing-news,right,mostly false,http://rightwingnews.com/hillary-clinton-2/breaking-judge-demands-release-clintons-security-training-files-5-days/
1449.xml,right-wing-news,right,mostly true,http://newsbake.com/sports/nfl/breaking-minnesota-dealt-another-blow-offense/?utm_source=Right+Wing+News&amp;utm_medium=Adrian+Peterson%2F9%2F21&amp;utm_campaign=Right+Wing+News%2FAdrian+Peterson%2F9%2F21
1450.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/payback-national-anthem-protests-costing-nfl-viewership/
1451.xml,right-wing-news,right,mixture of true and false,http://www.thepoliticalinsider.com/hillary-health-cancelled-again/?source=RWN
1452.xml,right-wing-news,right,mostly true,http://www.chicksontheright.com/anthony-weiner-carried-on-a-months-long-online-sexual-relationship-with-a-15-year-old-girl/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1453.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/texas-says-enough-threatens-withdraw-refugee-resettlement-program/
1454.xml,right-wing-news,right,mostly true,http://conservativetribune.com/truth-crutcher-bad-for-media/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-21&amp;utm_campaign=manualpost
1455.xml,right-wing-news,right,mostly false,http://conservativetribune.com/clinton-friend-happening-hillary/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-21&amp;utm_campaign=manualpost
1456.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/just-hillary-may-cancelling-mondays-debate/
1457.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/charlotte-police-reveal-said-black-man-just-moments-shooting/
1458.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/muslim-man-shows-charlotte-riots-makes-things-even-worse/
1459.xml,right-wing-news,right,mostly true,http://www.chicksontheright.com/hillary-clinton-rushes-to-score-political-points-over-police-shootings-chris-christie-demolishes-her-for-it/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1460.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/just-isis-hits-u-s-troops-chemical-weapons/
1461.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/teach-freedom-speech-flag-stomping-teacher-meets-instant-justice/
1462.xml,right-wing-news,right,mostly false,https://ihavethetruth.com/2016/03/27/162167/
1463.xml,right-wing-news,right,mixture of true and false,http://joeforamerica.com/2016/09/gay-cnn-host-tweets-support-sharia-law-immediately-regrets-america-responds/?utm_source=TE&amp;utm_medium=shr&amp;utm_campaign=TE
1464.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/target%E2%80%99s-%E2%80%98ocd%E2%80%99-sweater-sparks-controversy-photo?fb=rwn
1465.xml,right-wing-news,right,mixture of true and false,http://www.americanow.com/story/society/2016/09/20/naive-farmer-dismissed-during-shark-tank-pitch-video?fb=rwn
1466.xml,right-wing-news,right,mostly true,http://www.americanow.com/story/animal-rights/2016/07/26/young-woman-gets-death-threats-after-publishing-photo-online-photo?fb=rwn
1467.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/weiner-gets-caught-time-15-yr-old/
1468.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/nfl-boycott-full-effect-44-americans-will-stop-watching-football-players-continue-kneel/
1469.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/boom-black-dallas-cop-suing-obama-hillary-blacklivesmatter-inciting-war-blue-lives/
1470.xml,right-wing-news,right,mostly true,http://rightwingnews.com/black-lives-matter/one-critically-wounded-as-charlotte-police-endure-second-night-of-riots-video/
1471.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/music-entertainment/glen-campbells-family-just-posted-an-emotional-update-this-left-me-in-tears/?utm_source=Right+Wing+News&amp;utm_medium=Glen+Campbell%2F9%2F22&amp;utm_content=Right+Wing+News%2FGlen+Campbell%2F9%2F22
1472.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/music-entertainment/leann-rimes-reveals-the-truth-weve-all-been-waiting-for/?utm_source=Right+Wing+News&amp;utm_medium=Leann+Rimes%2F9%2F22&amp;utm_content=Right+Wing+News%2FLeann+Rimes%2F9%2F22
1473.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/barack-obama/state-department-admits-terrorists-posing-refugees-obama-moves-increase-intake/
1474.xml,right-wing-news,right,mostly true,http://newsbake.com/sports/nascar/breaking-nascar-shuts-down-after-protests/?utm_source=Right+Wing+News&amp;utm_medium=nascar+closes%2F9%2F22&amp;utm_term=Right+Wing+News%2Fnascar+closes%2F9%2F22
1475.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/black-lives-matter/breaking-dash-cam-footage-released-shows-keith-scott-coming-police-gun-hand/
1476.xml,right-wing-news,right,mostly true,http://rightwingnews.com/black-lives-matter/sheriff-clarke-knows-instigators-charlotte-riots-sends-message-police-everywhere/
1477.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/black-lives-matter/carolina-panther-cam-newton-speaks-violent-riots-charlotte-cant-hypocrites/
1478.xml,right-wing-news,right,mostly true,http://rightwingnews.com/europe/uk-begins-construction-great-wall-meant-keep-illegal-migrants-video/
1479.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/election-2016/soros-linked-group-plans-register-8-million-global-voters-candidate-choice/
1480.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/two-teen-sisters-beaten-by-blacklivesmatter-protesters-for-being-white-video/
1481.xml,right-wing-news,right,mixture of true and false,http://www.thepoliticalinsider.com/donald-trump-poll-just-received-amazing-news-sick-hillary-doomed/?source=RWN
1482.xml,right-wing-news,right,no factual content,http://rightwingnews.com/top-news/blacklivesmatter-thugs-block-street-regret-one-car-drives-right-video/
1483.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/just-in-texas-revolts/
1484.xml,right-wing-news,right,mostly true,https://ihavethetruth.com/2016/09/21/breaking-fbi-director-james-comey-subpoenaed-by-congress/
1485.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/libs-mad-school-warns-will-everything-necessary-protect-students-teachers-armed/
1486.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/blacklivesmatter-not-group-protesters-terrorists-heres/
1487.xml,right-wing-news,right,mostly true,http://www.chicksontheright.com/australian-muslim-freaks-out-at-someone-wearing-a-pauline-hanson-t-shirt/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1488.xml,right-wing-news,right,mixture of true and false,http://www.chicksontheright.com/israeli-prime-minister-benjamin-netanyahu-the-un-has-become-a-moral-farce/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1489.xml,right-wing-news,right,mostly false,http://rightwingnews.com/top-news/white-guy-walled-car-blacklivesmatter-protesters-see-hes-brandishing-scatter/
1490.xml,right-wing-news,right,mixture of true and false,http://conservativetribune.com/police-find-something-crutchers/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-21&amp;utm_campaign=manualpost
1491.xml,right-wing-news,right,mostly true,http://conservativetribune.com/amb-stevens-fiancee-book/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-22&amp;utm_campaign=manualpost
1492.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/congressional-black-caucus-now-demanding-crack-police-officers-nationwide/
1493.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/students-fight-back-forced-change-bbq-american-theme-offensive/
1494.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/just-days-first-debate-hillary-gets-bad-news/
1495.xml,right-wing-news,right,no factual content,https://ihavethetruth.com/2016/05/26/video-on-tap-how-to-win-a-street-fight-with-head-movement-simple-but-awesome/
1496.xml,right-wing-news,right,mostly true,http://www.watchthis.com/story/culture/2016/06/29/veterans-protect-marines-funeral-westboro-baptist-church-protest-video?fb=rwn
1497.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/changing-diapers-arizona-could-be-labeled-sex-crime?fb=rwn
1498.xml,right-wing-news,right,mostly true,http://www.americanow.com/story/society/2016/07/26/mother-forced-remove-deceased-4-year-olds-headstone-because-just-one?fb=rwn
1499.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/controversial-leader-calls-illegal-immigrants-rounded-deported-guarded-island/
1500.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/video-answer-nations-chaos-demonstrated-right-man-must-see/
1501.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/video-protester-shot-head-dies-now-cops-blamed/
1502.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/hillary-clinton-2/breaking-sick-new-email-confirmed-obamas-strategy-hand-election-hillary/
1503.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/black-lives-matter/keith-lamont-scotts-family-view-police-video-shooting-inciting-nc-riot-now-claim-no-comment-video/
1504.xml,right-wing-news,right,mostly true,http://newsbake.com/news/breaking-blue-bell-just-announced-another-massive-recall/?utm_source=Right+Wing+News&amp;utm_medium=Blue+Bell%2F9%2F23&amp;utm_content=Right+Wing+News%2FBlue+Bell%2F9%2F23
1505.xml,right-wing-news,right,mostly true,http://newsbake.com/sports/nascar/breaking-nascar-just-lost-two-legends/?utm_source=Right+Wing+News&amp;utm_medium=NASCAR+Legends%2F9%2F23&amp;utm_content=Right+Wing+News%2FNASCAR+Legends%2F9%2F23
1506.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/black-lives-matter/think-youre-fooling-blacklivesmatter-protest-vs-riot-theres-difference-take-note-video/
1507.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/09/21/soros-god-created-everything/
1508.xml,right-wing-news,right,mostly false,https://ihavethetruth.com/2016/01/30/obama-i-bet-when-i-die-youll-be-happy-to-pee-on-my-grave/
1509.xml,right-wing-news,right,mostly true,http://rightwingnews.com/barack-obama/president-obama-finally-speaks-charlotte-riots-protesters-right-way/
1510.xml,right-wing-news,right,mostly true,http://rightwingnews.com/hillary-clinton-2/hillary-clinton-says-higher-estate-taxes-everyone-except-family/
1511.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/music-entertainment/breaking-toby-keith-forced-cancel-show-didnt-expect/?utm_source=Right+Wing+News&amp;utm_medium=Toby+Keith%2F9%2F23&amp;utm_content=Right+Wing+News%2FToby+Keith%2F9%2F23
1512.xml,right-wing-news,right,mostly false,http://rightwingnews.com/black-lives-matter/surprise-70-charlotte-rioters-not-guess-means-video/
1513.xml,right-wing-news,right,mostly false,http://www.thepoliticalinsider.com/hillary-health-dead-brand-new-theory/?source=RWN
1514.xml,right-wing-news,right,mostly true,http://rightwingnews.com/black-lives-matter/nc-state-troopers-take-knee-protecting-charlotte-wasnt-protest-national-anthem/
1515.xml,right-wing-news,right,mostly true,http://rightwingnews.com/black-lives-matter/breaking-news-arrest-made-death-charlotte-protester-details-video/
1516.xml,right-wing-news,right,mostly true,http://rightwingnews.com/black-lives-matter/university-now-flying-black-lives-matter-flag-alongside-u-s-flag-campus/
1517.xml,right-wing-news,right,mostly true,http://www.chicksontheright.com/omg-disney-caved-you-guys-they-caved/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1518.xml,right-wing-news,right,mostly true,http://www.chicksontheright.com/notice-anything-odd-about-these-die-in-protests-in-charlotte/?utm_source=RWN&amp;utm_medium=RWN&amp;utm_campaign=RWN
1519.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/crime/breaking-charlotte-shooting-footage-released-no-denying-truth-now-video/
1520.xml,right-wing-news,right,mostly true,http://rightwingnews.com/corruption/exposed-secret-fbi-cheryl-mills-discovered-video/
1521.xml,right-wing-news,right,mixture of true and false,http://conservativetribune.com/debate-committee-sick-hillary/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-23&amp;utm_campaign=manualpost
1522.xml,right-wing-news,right,mixture of true and false,http://conservativetribune.com/hillary-demands-gets-rejection/?utm_source=Facebook&amp;utm_medium=RightWingNews&amp;utm_content=2016-09-23&amp;utm_campaign=manualpost
1523.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/breaking-ted-cruz-endorses-donald-trump/
1524.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/boom-woman-wakes-3-armed-burglars-robbing-guess-next-video/
1525.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/legendary-coach-mike-ditka-gives-kaepernick-advice-get-hell/
1526.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/health/female-cop-dies-disease-after-criminal-spits-her-face-during-arrest?fb=rwn
1527.xml,right-wing-news,right,mostly true,http://www.opposingviews.com/i/society/judge-took-one-look-what-lawyer-had-pinned-her-shirt-and-told-her-without-hesitation-youre?fb=rwn
1528.xml,right-wing-news,right,mostly true,http://www.americanow.com/story/society/2016/08/02/pregnant-woman-discovers-why-men-kept-coming-her-home-trying-rape-her?fb=rwn
1529.xml,right-wing-news,right,mostly true,http://joeforamerica.com/2016/09/obama-informs-u-n-giving-freedom-enhances-american-security/?utm_source=TE&amp;utm_medium=shr&amp;utm_campaign=TE
1530.xml,right-wing-news,right,mixture of true and false,https://ihavethetruth.com/2016/09/23/mlb-player-gets-suspended-for-an-entire-season-after-criticizing-obamas-blacklivesmatter/
1531.xml,right-wing-news,right,mostly true,https://ihavethetruth.com/2016/09/24/blacklivesmatter-co-founder-demands-cop-free-black-communities/
1532.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/boom-kathleen-willey-says-clintons-victims-could-fill-entire-audience-at-debate/
1533.xml,right-wing-news,right,mixture of true and false,http://rightwingnews.com/top-news/another-bloody-weekend-chicago-22-shot-2-dead-rahm-emanuel-weeps/
1534.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/nailed-it-sheriff-clarke-be-prepared-to-defend-yourselves-you-can-fight-back-video/
1535.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/trump-meets-netanyahu-vows-jerusalem-will-be-recognized-as-israels-capital/
1536.xml,right-wing-news,right,mostly false,http://rightwingnews.com/top-news/exposed-soros-funding-fake-veterans-pac-to-take-trump-down/
1537.xml,right-wing-news,right,mostly true,https://pjmedia.com/lifestyle/2016/09/25/the-7-biggest-mass-murderers-in-american-history/?singlepage=true
1538.xml,right-wing-news,right,mostly true,http://rightwingnews.com/top-news/tragedy-strikes-marlins-pitcher-jose-fernandez-and-two-others-killed-in-horrific-crash/
1539.xml,right-wing-news,right,mostly true,http://rightwingnews.com/america/navy-sailor-proudly-sits-national-anthem-uniform-navy-veterans-set-straight-video/
1540.xml,right-wing-news,right,mostly false,http://rightwingnews.com/barack-obama/outrage-obama-spends-770m-dollars-tax-payer-money-renovate-mosques-seas-video/
1541.xml,right-wing-news,right,mostly true,http://newsbake.com/entertainment-news/music-entertainment/breaking-legendary-country-star-collapses-on-stage-during-performance-please-pray-for-eddie/?utm_source=Right+Wing+News&amp;utm_medium=Legendary+Country%2F9%2F26&amp;utm_content=Right+Wing+News%2FLegendary+Country%2F9%2F26
